ts,instrument,funding_rate
1784131200000,ETH-USDT-SWAP,2.75465227283e-05
1784102400000,ETH-USDT-SWAP,6.09661220377e-05
1784073600000,ETH-USDT-SWAP,7.2200760681e-06
1784044800000,ETH-USDT-SWAP,4.38677177839e-05
1784016000000,ETH-USDT-SWAP,5.010183463e-07
1783987200000,ETH-USDT-SWAP,1.23850005236e-05
1783958400000,ETH-USDT-SWAP,-3.8104382994e-06
1783929600000,ETH-USDT-SWAP,5.73308230271e-05
1783900800000,ETH-USDT-SWAP,-1.9284312303e-05
1783872000000,ETH-USDT-SWAP,-1.49280788989e-05
1783843200000,ETH-USDT-SWAP,-1.80494264056e-05
1783814400000,ETH-USDT-SWAP,-3.05826141828e-05
1783785600000,ETH-USDT-SWAP,-1.05100711028e-05
1783756800000,ETH-USDT-SWAP,-3.21065333534e-05
1783728000000,ETH-USDT-SWAP,3.10694109403e-05
1783699200000,ETH-USDT-SWAP,-2.1531631174e-06
